id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
28506,0.018312,tcp,-,FIN,16,18,1540,1644,1802.097011,31,29,630843.1875,678462.25,4,4,1.200067,1.050059,73.829836,2.007544,255,1875847787,1881699415,255,0.000578,0.000457,0.000121,96,91,0,0,19,0,8,12,1,8,0,0,0,18,23,0,Normal,0
68272,0.50294,tcp,http,FIN,10,8,858,1270,33.801249,62,252,12295.70117,17687.99414,2,2,55.882222,62.40243,2961.011467,99.151156,255,3352821524,816542949,255,0.098383,0.037744,0.060639,86,159,1,214,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0
32026,0.222394,tcp,ftp-data,FIN,14,6,8928,320,85.433958,31,29,298245.4375,9604.575195,4,1,17.10723,44.134,1575.692551,66.548984,255,1830944690,2145343602,255,0.001734,0.001578,0.000156,638,53,0,0,3,0,11,1,1,2,0,0,0,5,3,0,Normal,0
31808,0.00113,udp,dns,CON,2,2,130,162,2654.867281,31,29,460177.0,573451.3125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,7,1,1,3,0,0,0,3,2,0,Normal,0
24582,7.010591,tcp,-,FIN,660,1278,36762,1641360,276.296248,31,29,41887.48047,1871540.875,55,583,10.637719,5.489468,4791.984052,3442.528357,255,3747337770,1605424642,255,0.000685,0.000536,0.000149,56,1284,0,0,13,0,1,1,1,1,0,0,0,4,19,0,Normal,0
32046,0.001049,udp,dns,CON,2,2,146,178,2859.866662,31,29,556720.6875,678741.6875,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,1,2,0,Normal,0
24548,0.030847,tcp,-,FIN,122,126,7818,15172,8007.261657,31,29,2010957.25,3903653.5,30,32,0.252157,0.2408,15.920767,14.092099,255,752799671,753864203,255,0.000842,0.000742,0.0001,64,120,0,0,17,0,1,1,1,1,0,0,0,4,12,0,Normal,0
39185,0.004963,tcp,-,FIN,18,18,4560,2456,7052.186406,31,29,6942575.5,3739673.75,7,7,0.272941,0.261471,13.576757,0.343244,255,321791367,2470453182,255,0.000651,0.000514,0.000137,253,136,0,0,3,0,8,1,1,3,0,0,0,3,8,0,Normal,0
68754,0.43815,tcp,-,FIN,10,6,2516,268,34.234852,254,252,41355.70313,4089.923584,2,1,46.097556,70.434797,2383.077646,96.788008,255,984046170,1227129241,255,0.149934,0.08597,0.063964,252,45,0,0,2,1,1,1,1,2,0,0,0,17,2,0,Normal,0
66715,6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,2,0,0,0,2,2,0,Normal,0
26733,0.652272,tcp,-,FIN,16,18,1540,1644,50.592392,31,29,17710.4043,19047.26953,4,4,43.460868,38.33859,2533.797647,75.749648,255,2920969498,2945865917,255,0.000637,0.000505,0.000132,96,91,0,0,14,0,9,5,1,7,0,0,0,13,6,0,Normal,0
24545,0.0011,udp,-,CON,2,2,146,178,2727.272742,31,29,530909.125,647272.75,0,0,0.011,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,13,0,3,1,1,1,0,0,0,2,12,0,Normal,0
77825,0.418031,tcp,-,FIN,10,8,738,354,40.66684,254,252,12726.3291,5932.574219,2,1,45.340667,52.354,3155.28365,107.630516,255,576423558,3419995242,255,0.108602,0.051547,0.057055,74,44,0,0,11,1,2,2,1,9,0,0,0,3,9,0,Normal,0
75658,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.676,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
72907,2.376219,tcp,-,FIN,10,8,994,354,7.154223,254,252,3013.190186,1043.674805,2,1,256.879556,323.295563,16075.21408,474.339625,255,3759053119,4261053344,255,0.236914,0.113149,0.123765,99,44,0,0,4,1,3,2,2,2,0,0,0,3,3,0,Normal,0
36756,0.000979,udp,dns,CON,2,2,146,178,3064.351366,31,29,596527.0625,727272.75,0,0,0.007,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,1,0,0,0,5,2,0,Normal,0
72154,0.492698,tcp,-,FIN,10,8,1780,354,34.503894,254,252,26011.87695,5033.509277,2,1,54.744222,61.671285,3465.141806,105.695672,255,105023059,1466744240,255,0.111999,0.059957,0.052042,178,44,0,0,9,1,2,2,1,9,0,0,0,2,9,0,Normal,0
23961,0.001014,udp,-,CON,2,2,146,178,2958.579772,31,29,575936.875,702169.625,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,1,1,1,0,0,0,1,11,0,Normal,0
31055,0.001098,udp,dns,CON,2,2,146,178,2732.24049,31,29,531876.125,648451.75,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,8,1,1,1,0,0,0,1,2,0,Normal,0
38410,0.005485,tcp,-,FIN,24,20,2158,1918,7839.562316,31,29,3017684.5,2658887.75,6,5,0.238478,0.255263,14.213004,16.187337,255,2482088074,2482325204,255,0.000987,0.000499,0.000488,90,96,0,0,13,0,3,1,1,1,0,0,0,9,4,0,Normal,0
70229,0.681745,tcp,-,FIN,10,6,534,268,22.002362,254,252,5644.339355,2628.548828,2,1,75.749444,123.092602,3947.69173,209.174094,255,3451364343,2969631906,255,0.203654,0.065684,0.13797,53,45,0,0,4,1,1,1,1,2,0,0,0,2,3,0,Normal,0
69072,1.386054,tcp,-,FIN,10,6,2516,268,10.822089,254,252,13073.08301,1292.878906,2,1,149.776111,255.515406,9308.561085,451.339313,255,284704645,1228837408,255,0.175255,0.108468,0.066787,252,45,0,0,2,1,2,1,1,3,0,0,0,19,2,0,Normal,0
25173,0.298818,tcp,smtp,FIN,52,42,37310,3380,311.226239,31,29,979673.25,88348.09375,18,8,5.852275,7.274341,605.668671,20.218758,255,4198296427,2049747393,255,0.000747,0.000562,0.000185,718,80,0,0,2,0,1,1,1,1,0,0,0,3,1,0,Normal,0
74687,0.866404,tcp,-,FIN,10,8,2516,354,19.621331,254,252,20914.03125,2862.406006,2,1,96.226889,111.516141,5136.150142,226.678516,255,3396667698,1591947710,255,0.128172,0.085782,0.04239,252,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
73585,2.603007,tcp,ftp,FIN,18,12,928,682,11.140961,254,252,2695.344238,1923.928711,4,4,149.715882,228.582266,8918.027609,299.812344,255,2881505009,157539077,255,0.177049,0.088594,0.088455,52,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
70937,0.844731,tcp,-,FIN,10,10,608,646,22.492368,254,252,5189.817871,5511.813965,2,3,93.859,87.805445,5487.257421,138.178641,255,489799546,2498119103,255,0.084246,0.022458,0.061788,61,65,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
24994,0.00107,udp,dns,CON,2,2,146,178,2803.738322,31,29,545794.375,665420.5625,0,0,0.007,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,1,1,1,0,0,0,1,1,0,Normal,0
81165,0.548035,tcp,http,FIN,10,8,834,1340,31.019915,62,252,10962.80273,17122.99414,2,2,60.892778,66.241141,3029.982057,110.176273,255,4144216104,1483240476,255,0.155904,0.083624,0.07228,83,168,1,263,4,1,1,1,1,4,0,0,1,1,4,0,Normal,0
27893,0.224975,tcp,-,FIN,96,98,5486,92746,857.873079,31,29,193052.5625,3264362.75,7,42,2.364716,2.313598,148.102458,146.378386,255,2225423088,89947740,255,0.000682,0.000552,0.00013,57,946,0,0,7,0,2,1,1,1,0,0,0,2,8,0,Normal,0
42059,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
84,2.462774,tcp,-,FIN,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,2,1,273.641556,328.576719,17425.54618,481.345844,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,Normal,0
42639,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,6,2,1,1,1,6,0,0,0,1,6,0,Normal,0
74742,9e-06,tcp,-,REQ,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,3,1,1,22,0,0,0,5,4,0,Normal,0
81834,0.27674,tcp,-,CON,6,2,998,86,25.294499,62,252,24051.45508,1243.043945,2,1,55.348,0.009,2795.303507,0.0,255,2152671174,3748686541,255,0.158295,0.101948,0.056347,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,Normal,0
25234,0.020938,tcp,-,FIN,16,18,1540,1644,1576.081787,31,29,551724.125,593370.9375,4,4,1.371133,1.204059,86.014168,2.287027,255,1476728097,3631576933,255,0.000594,0.000466,0.000128,96,91,0,0,17,0,14,6,1,6,0,0,0,12,13,0,Normal,0
76070,0.105381,tcp,-,CON,6,2,978,86,66.425638,62,252,61870.73828,3264.345703,2,1,21.0762,0.005,1232.414256,0.0,255,1130639195,724018953,255,0.08466,0.05904,0.02562,163,43,0,0,6,3,4,4,1,6,0,0,0,4,6,0,Normal,0
74646,0.558845,tcp,-,FIN,10,6,2516,268,26.841075,254,252,32424.01758,3206.61377,2,1,61.993333,95.426,3011.584911,131.470641,255,4175687730,3809245517,255,0.160385,0.081706,0.078679,252,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0
36370,0.016601,tcp,-,FIN,46,48,2854,30622,5602.072171,31,29,1345461.125,14449732.0,7,17,0.360978,0.341915,0.0,19.555248,255,3248790411,1110316339,255,0.000682,0.000527,0.000155,62,638,0,0,8,0,3,1,1,1,0,0,0,3,6,0,Normal,0
81484,0.477119,tcp,-,CON,6,2,998,86,14.671392,62,252,13950.39844,720.994141,2,1,95.4238,0.007,5033.875801,0.0,255,2930705763,3721146482,255,0.318961,0.147525,0.171436,166,43,0,0,5,3,1,1,1,5,0,0,0,1,7,0,Normal,0
37092,0.001803,udp,-,CON,4,4,520,304,3882.418209,31,29,1730449.25,1011647.25,0,0,0.456333,0.233333,0.637574,0.322217,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,3,1,1,3,0,0,0,7,6,0,Normal,0
36752,2.967747,tcp,-,FIN,238,438,13662,548216,227.445266,31,29,36674.28516,1474424.875,21,197,12.520839,6.790069,4799.106678,3534.590106,255,1188005982,3339726144,255,0.00061,0.000481,0.000129,57,1252,0,0,11,0,4,2,1,2,0,0,0,4,5,0,Normal,0
68037,0.609675,tcp,-,FIN,10,6,546,268,24.603273,254,252,6455.898926,2939.270996,2,1,60.882444,100.553398,3421.767085,134.777875,255,3141383257,3126818346,255,0.182107,0.106899,0.075208,55,45,0,0,2,1,1,1,1,3,0,0,0,1,3,0,Normal,0
70845,2.576899,tcp,-,FIN,14,10,780,646,8.925456,254,252,2250.767334,1806.822876,2,3,198.219303,278.460656,15257.99122,471.959969,255,1536432471,3426149448,255,0.171319,0.070744,0.100575,56,65,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
78941,3.004771,tcp,-,FIN,16,16,1372,1398,10.316926,254,252,3426.550537,3490.448975,4,5,200.24494,194.554531,11978.1763,11870.53318,255,4173512688,67758573,255,0.17312,0.086452,0.086668,86,87,0,0,9,1,1,3,1,2,0,0,0,3,2,0,Normal,0
32855,0.018974,tcp,-,FIN,16,18,1540,1644,1739.222039,31,29,608833.125,654790.75,4,4,1.2434,1.088706,75.287638,2.253211,255,768231951,773084099,255,0.000631,0.000463,0.000168,96,91,0,0,9,0,7,6,1,6,0,0,0,8,9,0,Normal,0
70982,0.385488,tcp,-,FIN,10,6,638,268,38.911717,254,252,11932.92676,4648.65332,2,1,40.914222,59.806801,2344.329108,92.915586,255,714428729,1222714754,255,0.11783,0.086445,0.031385,64,45,0,0,5,1,3,3,2,5,0,0,0,19,5,0,Normal,0
27754,0.084055,tcp,-,FIN,96,98,5486,92746,2296.115664,31,29,516709.3125,8737136.0,7,42,0.881337,0.868344,0.0,57.146559,255,4197679120,2065208785,255,0.00085,0.00069,0.00016,57,946,0,0,10,0,3,1,1,1,0,0,0,11,4,0,Normal,0
29342,0.03183,tcp,-,FIN,16,18,1540,1644,1036.757723,31,29,362928.0313,390323.5625,4,4,2.100733,1.845294,162.798936,4.237344,255,1572479056,1577095328,255,0.000581,0.000457,0.000124,96,91,0,0,9,0,9,6,1,7,0,0,0,10,15,0,Normal,0
25331,1.006916,tcp,http,FIN,14,18,1684,10168,30.787075,31,29,12426.06055,76304.27344,3,5,77.428998,59.198765,8765.811198,7676.072366,255,2306880600,2307886530,255,0.000668,0.000534,0.000134,120,565,1,3924,5,0,2,2,2,2,0,0,4,6,3,0,Normal,0
29833,0.814817,tcp,-,FIN,22,14,1470,1728,42.95443,31,29,13784.69043,15758.13965,5,4,38.800808,62.624383,2548.259383,80.898562,255,2978773864,833678464,255,0.000655,0.000533,0.000122,67,123,0,0,9,0,5,1,1,1,0,0,0,1,12,0,Normal,0
76352,0.792425,tcp,-,FIN,10,6,756,268,18.929237,254,252,6875.098633,2261.412842,2,1,88.047222,140.812406,4711.77755,254.491203,255,3355540889,438859429,255,0.139453,0.070494,0.068959,76,45,0,0,4,1,1,1,1,1,0,0,0,4,1,0,Normal,0
27337,0.013022,tcp,-,FIN,36,38,2334,16290,5605.897724,31,29,1394563.0,9744740.0,7,12,0.362743,0.334135,22.365802,20.806289,255,1865120004,1865429497,255,0.000813,0.000648,0.000165,65,429,0,0,6,0,3,1,1,1,0,0,0,3,5,0,Normal,0
43296,0.679706,tcp,-,FIN,32,12,27760,642,63.262648,254,252,316525.0938,6932.40918,13,3,21.313258,56.154816,1622.664414,68.767531,255,3100951520,544267958,255,0.097908,0.062001,0.035907,868,54,0,0,5,1,2,2,1,5,0,0,0,2,5,0,Normal,0
75034,8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,2,1,1,18,0,0,0,3,6,0,Normal,0
37598,0.000985,udp,dns,CON,2,2,146,178,3045.685126,31,29,592893.375,722842.625,0,0,0.004,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,2,1,1,0,0,0,2,3,0,Normal,0
24085,0.019802,tcp,-,FIN,38,40,2438,20194,3888.496038,31,29,959095.0,7954752.0,7,13,0.526568,0.492769,41.382144,41.482656,255,2838616562,689343804,255,0.000719,0.000582,0.000137,64,505,0,0,15,0,1,1,1,1,0,0,0,4,8,0,Normal,0
24694,0.133539,tcp,-,FIN,72,74,4238,65118,1085.825065,31,29,250413.7188,3848403.75,7,30,1.876225,1.822452,97.922176,94.406373,255,2416558501,287166339,255,0.000631,0.000496,0.000135,59,880,0,0,6,0,1,1,1,1,0,0,0,3,4,0,Normal,0
77357,0.994461,tcp,-,FIN,16,14,912,728,29.161526,254,252,6878.097656,5438.121582,5,3,66.297399,69.576156,3844.878062,127.028391,255,306175459,3004710198,255,0.119987,0.07123,0.048757,57,52,0,0,7,1,2,1,1,7,0,0,0,2,6,0,Normal,0
34897,0.027485,tcp,http,FIN,8,10,1044,824,618.519193,31,29,266036.0313,215972.3438,2,2,3.861143,2.999222,233.03514,6.091243,255,3687046000,1545013181,255,0.000621,0.000488,0.000133,131,82,1,83,1,0,6,1,1,1,0,0,1,7,4,0,Normal,0
69743,50.085266,tcp,-,CON,12,4,2024,172,0.299489,62,252,296.454437,20.604862,5,3,4553.205634,16553.491,470576.0703,23410.162,255,2338683131,2079494287,255,0.285971,0.182115,0.103856,169,43,0,0,5,3,2,2,2,4,0,0,0,2,4,0,Normal,0
34952,1.008032,tcp,http,FIN,12,18,1580,10168,28.768929,31,29,11499.63574,76219.80469,3,5,91.607361,59.268058,9549.312416,7692.156994,255,486300184,2636896802,255,0.000598,0.000472,0.000126,132,565,1,3924,2,0,3,2,1,3,0,0,1,9,2,0,Normal,0
38237,0.205113,tcp,-,FIN,78,80,4550,71834,765.431761,31,29,175200.9844,2766748.25,7,33,2.659922,2.622128,196.674258,195.225297,255,1178062423,1178375070,255,0.0007,0.000577,0.000123,58,898,0,0,10,0,4,1,1,2,0,0,0,3,5,0,Normal,0
30718,0.227668,tcp,ftp-data,FIN,14,6,8928,320,83.454854,31,29,291336.5,9382.083008,4,1,17.512922,45.402602,1626.761903,69.940023,255,1057511798,1365914088,255,0.000627,0.000488,0.000139,638,53,0,0,6,0,6,1,1,3,0,0,0,7,3,0,Normal,0
42724,1.37424,tcp,-,FIN,10,8,2516,354,12.370473,254,252,13185.46973,1804.633789,2,1,149.092778,175.317,8941.059946,233.441688,255,2160850363,578888617,255,0.241308,0.147014,0.094294,252,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Normal,0
71861,4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,26,2,16,16,2,26,0,0,0,16,26,0,Normal,0
41962,1.294713,tcp,-,FIN,10,8,2516,354,13.130323,254,252,13995.37988,1915.482422,2,1,138.245333,161.629281,8199.124833,220.409328,255,316644120,1805180067,255,0.252262,0.163305,0.088957,252,44,0,0,2,1,1,1,1,2,0,0,0,2,2,0,Normal,0
32744,0.013672,tcp,-,FIN,16,18,1540,1644,2413.692253,31,29,844938.5625,908718.5625,4,4,0.890667,0.776765,61.598165,1.428164,255,2135712474,2142086895,255,0.000603,0.000464,0.000139,96,91,0,0,10,0,8,6,1,6,0,0,0,10,9,0,Normal,0
31997,0.36866,tcp,-,FIN,28,30,4192,3080,154.614006,31,29,87733.95313,64623.23047,7,7,13.640629,12.695448,702.945784,17.211371,255,2682580759,2875664327,255,0.000629,0.000488,0.000141,150,103,0,0,5,0,6,1,1,2,0,0,0,3,6,0,Normal,0
76736,0.996797,tcp,ftp,FIN,12,12,572,682,23.073905,254,252,4213.495605,5024.091797,3,4,90.617911,80.93382,4470.389696,102.762867,255,3910286910,3275306918,255,0.179045,0.105857,0.073188,48,57,0,0,3,1,1,2,1,1,0,0,0,2,1,0,Normal,0
75123,0.362412,tcp,-,FIN,10,6,2516,268,41.389357,254,252,49998.34375,4944.648438,2,1,40.167444,57.095602,1971.418132,76.546711,255,1613181501,4286334591,255,0.111632,0.076926,0.034706,252,45,0,0,14,1,1,1,1,3,0,0,0,28,3,0,Normal,0
66829,0.456294,tcp,-,FIN,10,6,678,268,32.873542,254,252,10712.3916,3927.29248,2,1,48.636222,75.067797,2440.735803,110.341742,255,3443119253,4188721519,255,0.140204,0.080952,0.059252,68,45,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
34964,0.001053,udp,dns,CON,2,2,132,164,2849.002888,31,29,501424.5,622981.9375,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,4,1,1,1,0,0,0,5,3,0,Normal,0
26938,0.01264,tcp,-,FIN,44,46,2766,24004,7041.139062,31,29,1711392.375,14862658.0,7,16,0.286442,0.269822,16.706197,16.002497,255,1012214686,3163995990,255,0.000636,0.000492,0.000144,63,522,0,0,17,0,8,1,1,1,0,0,0,2,9,0,Normal,0
75751,0.509366,tcp,-,CON,6,2,978,86,13.742575,62,252,12800.22656,675.349365,2,1,101.8732,0.004,5551.771594,0.0,255,3548346841,3183238182,255,0.365232,0.264997,0.100235,163,43,0,0,5,3,1,1,1,4,0,0,0,2,4,0,Normal,0
38845,0.114232,tcp,-,FIN,84,84,4862,79778,1461.937063,31,29,336508.1563,5520624.5,7,36,1.371241,1.370145,89.019243,82.452996,255,1850585760,4009971279,255,0.001062,0.000506,0.000556,58,950,0,0,17,0,3,1,1,1,0,0,0,6,6,0,Normal,0
32061,1.534027,tcp,ssh,FIN,70,60,12472,12716,84.092393,31,29,64113.60547,65213.97656,17,17,22.232275,25.987526,1446.229174,1565.532983,255,4050062852,1900772251,255,0.000776,0.000622,0.000154,178,212,0,0,1,0,4,1,1,3,0,0,0,6,1,0,Normal,0
81968,7e-06,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,5,2,2,2,1,5,0,0,0,2,5,0,Normal,0
77370,0.923392,tcp,-,FIN,16,12,918,642,29.240019,254,252,7459.453613,5102.924805,5,3,60.218801,80.17982,4256.761037,113.03993,255,2538284466,782208891,255,0.095507,0.04141,0.054097,57,54,0,0,5,1,1,1,1,4,0,0,0,1,4,0,Normal,0
